import_importtariff_&_tax_item,import_rate,import_applicable_country,import_note,hs10digit,conventional_fta_conventional_duty,conventional_rate,conventional_fta_code,conventional_applicable_country,export_exporttariff_&_tax_item,export_rate,export_applicable_rate,export_applicable_country,export_importtariff_&_tax_item,export_note
,,,,0106191090,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0106191090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0106191090,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106191090,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106191090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0106191090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0106191090,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0106191090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0106191090,,,,,Export Duty,0.0%,,China,,
,,,,0106191090,,,,,Interim Export Duty,,or.,China,,
,,,,0106191090,,,,,Export VAT,9.0%,,China,,
,,,,0106191090,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0106191090,,,,,,,,,,
General Duty,50.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0106199010,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0106199010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0106199010,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0106199010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0106199010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0106199010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0106199010,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0106199010,,,,,,,,,,
,,,,0106199010,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0106199010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0106199010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0106199010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0106199010,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106199010,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106199010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0106199010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0106199010,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0106199010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0106199010,,,,,Export Duty,0.0%,,China,,
,,,,0106199010,,,,,Interim Export Duty,,or.,China,,
,,,,0106199010,,,,,Export VAT,9.0%,,China,,
,,,,0106199010,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0106199010,,,,,,,,,,
General Duty,50.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0106199090,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0106199090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0106199090,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0106199090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0106199090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0106199090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0106199090,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0106199090,,,,,,,,,,
,,,,0106199090,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0106199090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0106199090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0106199090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0106199090,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106199090,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106199090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0106199090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0106199090,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0106199090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0106199090,,,,,Export Duty,0.0%,,China,,
,,,,0106199090,,,,,Interim Export Duty,,or.,China,,
,,,,0106199090,,,,,Export VAT,9.0%,,China,,
,,,,0106199090,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0106199090,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0106201100,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0106201100,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0106201100,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0106201100,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0106201100,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0106201100,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0106201100,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0106201100,,,,,,,,,,
,,,,0106201100,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0106201100,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0106201100,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0106201100,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0106201100,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106201100,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106201100,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0106201100,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0106201100,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0106201100,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0106201100,,,,,Export Duty,0.0%,,China,,
,,,,0106201100,,,,,Interim Export Duty,,or.,China,,
,,,,0106201100,,,,,Export VAT,9.0%,,China,,
,,,,0106201100,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0106201100,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0106201900,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0106201900,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0106201900,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0106201900,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0106201900,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0106201900,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0106201900,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0106201900,,,,,,,,,,
,,,,0106201900,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0106201900,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0106201900,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0106201900,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0106201900,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106201900,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106201900,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0106201900,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0106201900,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0106201900,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0106201900,,,,,Export Duty,0.0%,,China,,
,,,,0106201900,,,,,Interim Export Duty,,or.,China,,
,,,,0106201900,,,,,Export VAT,9.0%,,China,,
,,,,0106201900,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0106201900,,,,,,,,,,
General Duty,50.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0106202010,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0106202010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0106202010,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0106202010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0106202010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0106202010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0106202010,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0106202010,,,,,,,,,,
,,,,0106202010,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0106202010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0106202010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0106202010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0106202010,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106202010,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106202010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0106202010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0106202010,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0106202010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0106202010,,,,,Export Duty,0.0%,,China,,
,,,,0106202010,,,,,Interim Export Duty,,or.,China,,
,,,,0106202010,,,,,Export VAT,9.0%,,China,,
,,,,0106202010,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0106202010,,,,,,,,,,
General Duty,50.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0106202021,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0106202021,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0106202021,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0106202021,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0106202021,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0106202021,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0106202021,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0106202021,,,,,,,,,,
,,,,0106202021,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0106202021,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0106202021,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0106202021,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0106202021,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106202021,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0106202021,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0106202021,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0106202021,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0106202021,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0106202021,,,,,Export Duty,0.0%,,China,,
,,,,0106202021,,,,,Interim Export Duty,,or.,China,,
,,,,0106202021,,,,,Export VAT,9.0%,,China,,
,,,,0106202021,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0106202021,,,,,,,,,,
General Duty,50.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0106202029,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0106202029,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0106202029,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0106202029,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0106202029,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0106202029,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0106202029,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0106202029,,,,,,,,,,
,,,,0106202029,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0106202029,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0106202029,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0106202029,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0106202029,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0106202029,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0106202029,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0106202029,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
